Date,mercury,nitrite,COD,ID
2/11/2006,NA,NA,NA,6
2/12/2006,NA,NA,NA,6
2/13/2006,NA,NA,0.758,6
2/14/2006,NA,NA,NA,6
2/15/2006,NA,NA,NA,6
2/16/2006,2.99,0.68,0.735,6
2/17/2006,NA,NA,NA,6
2/18/2006,NA,NA,NA,6
2/19/2006,NA,NA,0.454,6
2/20/2006,NA,NA,NA,6
2/21/2006,NA,NA,NA,6
2/22/2006,5.71,0.831,0.394,6
2/23/2006,NA,NA,NA,6
2/24/2006,NA,NA,NA,6
2/25/2006,NA,NA,0.813,6
2/26/2006,NA,NA,NA,6
2/27/2006,NA,NA,NA,6
2/28/2006,2.56,0.925,0.916,6
3/1/2006,NA,NA,NA,6
3/2/2006,NA,NA,NA,6
3/3/2006,NA,NA,0.772,6
3/4/2006,NA,NA,NA,6
3/5/2006,NA,NA,NA,6
3/6/2006,NA,NA,0.619,6
3/7/2006,NA,NA,NA,6
3/8/2006,NA,NA,NA,6
3/9/2006,NA,NA,0.794,6
3/10/2006,NA,NA,NA,6
3/11/2006,NA,NA,NA,6
3/12/2006,NA,NA,0.413,6
3/13/2006,NA,NA,NA,6
3/14/2006,NA,NA,NA,6
3/15/2006,NA,NA,0.706,6
3/16/2006,NA,NA,NA,6
3/17/2006,NA,NA,NA,6
3/18/2006,NA,NA,1.24,6
3/19/2006,NA,NA,NA,6
3/20/2006,NA,NA,NA,6
3/21/2006,NA,NA,1,6
3/22/2006,NA,NA,NA,6
3/23/2006,NA,NA,NA,6
3/24/2006,NA,NA,0.224,6
3/25/2006,NA,NA,NA,6
3/26/2006,NA,NA,NA,6
3/27/2006,NA,NA,0.386,6
3/28/2006,NA,NA,NA,6
3/29/2006,NA,NA,NA,6
3/30/2006,NA,NA,NA,6
3/31/2006,NA,NA,NA,6
4/1/2006,NA,NA,NA,6
4/2/2006,NA,NA,0.42,6
4/3/2006,NA,NA,NA,6
4/4/2006,NA,NA,NA,6
4/5/2006,NA,NA,3.7,6
4/6/2006,NA,NA,NA,6
4/7/2006,NA,NA,NA,6
4/8/2006,NA,NA,3.9,6
4/9/2006,NA,NA,NA,6
4/10/2006,NA,NA,NA,6
4/11/2006,NA,NA,2.72,6
4/12/2006,NA,NA,NA,6
4/13/2006,NA,NA,NA,6
4/14/2006,NA,NA,5.95,6
4/15/2006,NA,NA,NA,6
4/16/2006,NA,NA,NA,6
4/17/2006,NA,NA,2.11,6
4/18/2006,NA,NA,NA,6
4/19/2006,NA,NA,NA,6
4/20/2006,NA,NA,6.4,6
4/21/2006,NA,NA,NA,6
4/22/2006,NA,NA,NA,6
4/23/2006,NA,NA,2.67,6
4/24/2006,NA,NA,NA,6
4/25/2006,NA,NA,NA,6
4/26/2006,NA,NA,NA,6
4/27/2006,NA,NA,NA,6
4/28/2006,NA,NA,2.68,6
4/29/2006,NA,NA,NA,6
4/30/2006,NA,NA,NA,6
5/1/2006,NA,NA,1.14,6
5/2/2006,NA,NA,NA,6
5/3/2006,NA,NA,NA,6
5/4/2006,NA,NA,2.66,6
5/5/2006,NA,NA,NA,6
5/6/2006,NA,NA,NA,6
5/7/2006,NA,NA,11.2,6
5/8/2006,NA,NA,NA,6
5/9/2006,NA,NA,NA,6
5/10/2006,NA,NA,3.07,6
5/11/2006,NA,NA,NA,6
5/12/2006,NA,NA,NA,6
5/13/2006,NA,NA,8.2,6
5/14/2006,NA,NA,NA,6
5/15/2006,NA,NA,NA,6
5/16/2006,NA,NA,8.96,6
5/17/2006,NA,NA,NA,6
5/18/2006,NA,NA,NA,6
5/19/2006,NA,NA,2.53,6
5/20/2006,NA,NA,NA,6
5/21/2006,NA,NA,NA,6
5/22/2006,NA,NA,2.22,6
5/23/2006,NA,NA,NA,6
5/24/2006,NA,NA,NA,6
5/25/2006,NA,NA,1.51,6
5/26/2006,NA,NA,NA,6
5/27/2006,NA,NA,NA,6
5/28/2006,NA,NA,2.8,6
5/29/2006,NA,NA,NA,6
5/30/2006,NA,NA,NA,6
5/31/2006,NA,NA,1.49,6
6/1/2006,NA,NA,NA,6
6/2/2006,NA,NA,NA,6
6/3/2006,NA,NA,4.84,6
6/4/2006,NA,NA,NA,6
6/5/2006,NA,NA,NA,6
6/6/2006,NA,NA,3.23,6
6/7/2006,NA,NA,NA,6
6/8/2006,NA,NA,NA,6
6/9/2006,NA,NA,3.19,6
6/10/2006,NA,NA,NA,6
6/11/2006,NA,NA,NA,6
6/12/2006,NA,NA,,6
6/13/2006,NA,NA,0.811,6
6/14/2006,NA,NA,NA,6
6/15/2006,NA,NA,NA,6
6/16/2006,NA,NA,3.9,6
6/17/2006,NA,NA,NA,6
6/18/2006,NA,NA,NA,6
6/19/2006,NA,NA,0.901,6
6/20/2006,NA,NA,NA,6
6/21/2006,NA,NA,NA,6
6/22/2006,NA,NA,2.02,6
6/23/2006,NA,NA,NA,6
6/24/2006,NA,NA,NA,6
6/25/2006,NA,NA,0.862,6
6/26/2006,NA,NA,NA,6
6/27/2006,NA,NA,NA,6
6/28/2006,NA,NA,0.827,6
6/29/2006,NA,NA,NA,6
6/30/2006,NA,NA,NA,6
7/1/2006,NA,NA,0.758,6
7/2/2006,NA,NA,NA,6
7/3/2006,NA,NA,NA,6
7/4/2006,NA,NA,0.735,6
7/5/2006,NA,NA,NA,6
7/6/2006,NA,NA,NA,6
7/7/2006,NA,NA,0.454,6
7/8/2006,NA,NA,NA,6
7/9/2006,NA,NA,NA,6
7/10/2006,NA,NA,0.394,6
7/11/2006,NA,NA,NA,6
7/12/2006,NA,NA,NA,6
7/13/2006,NA,NA,0.813,6
7/14/2006,NA,NA,NA,6
7/15/2006,NA,NA,NA,6
7/16/2006,NA,NA,0.916,6
7/17/2006,NA,NA,NA,6
7/18/2006,NA,NA,NA,6
7/19/2006,NA,NA,0.772,6
7/20/2006,NA,NA,NA,6
7/21/2006,NA,NA,NA,6
7/22/2006,NA,NA,0.619,6
7/23/2006,NA,NA,NA,6
7/24/2006,NA,NA,NA,6
7/25/2006,NA,NA,0.794,6
7/26/2006,NA,NA,NA,6
7/27/2006,NA,NA,NA,6
7/28/2006,NA,NA,0.413,6
7/29/2006,NA,NA,NA,6
7/30/2006,NA,NA,NA,6
7/31/2006,NA,NA,0.706,6
8/1/2006,NA,NA,NA,6
8/2/2006,NA,NA,NA,6
8/3/2006,NA,NA,1.24,6
8/4/2006,NA,NA,NA,6
8/5/2006,NA,NA,NA,6
8/6/2006,NA,NA,1,6
8/7/2006,NA,NA,NA,6
8/8/2006,NA,NA,NA,6
8/9/2006,NA,NA,0.224,6
8/10/2006,NA,NA,NA,6
8/11/2006,NA,NA,NA,6
8/12/2006,NA,NA,0.386,6
8/13/2006,NA,NA,NA,6
8/14/2006,NA,NA,NA,6
8/15/2006,NA,NA,NA,6
8/16/2006,NA,NA,NA,6
8/17/2006,NA,NA,NA,6
8/18/2006,NA,NA,0.42,6
8/19/2006,NA,NA,NA,6
8/20/2006,NA,NA,NA,6
8/21/2006,NA,NA,3.7,6
8/22/2006,NA,NA,NA,6
8/23/2006,NA,NA,NA,6
8/24/2006,NA,NA,3.9,6
8/25/2006,NA,NA,NA,6
8/26/2006,NA,NA,NA,6
8/27/2006,NA,NA,2.72,6
8/28/2006,NA,NA,NA,6
8/29/2006,NA,NA,NA,6
8/30/2006,NA,NA,5.95,6
8/31/2006,NA,NA,NA,6
9/1/2006,NA,NA,NA,6
9/2/2006,NA,NA,2.11,6
9/3/2006,NA,NA,NA,6
9/4/2006,NA,NA,NA,6
9/5/2006,NA,NA,6.4,6
9/6/2006,NA,NA,NA,6
9/7/2006,NA,NA,NA,6
9/8/2006,NA,NA,2.67,6
9/9/2006,NA,NA,NA,6
9/10/2006,NA,NA,NA,6
9/11/2006,NA,NA,NA,6
9/12/2006,NA,NA,NA,6
9/13/2006,NA,NA,2.68,6
9/14/2006,NA,NA,NA,6
9/15/2006,NA,NA,NA,6
9/16/2006,NA,NA,1.14,6
9/17/2006,NA,NA,NA,6
9/18/2006,NA,NA,NA,6
9/19/2006,NA,NA,2.66,6
9/20/2006,NA,NA,NA,6
9/21/2006,NA,NA,NA,6
9/22/2006,NA,NA,11.2,6
9/23/2006,NA,NA,NA,6
9/24/2006,NA,NA,NA,6
9/25/2006,NA,NA,3.07,6
9/26/2006,NA,NA,NA,6
9/27/2006,NA,NA,NA,6
9/28/2006,NA,NA,8.2,6
9/29/2006,NA,NA,NA,6
9/30/2006,NA,NA,NA,6
10/1/2006,NA,NA,8.96,6
10/2/2006,NA,NA,NA,6
10/3/2006,NA,NA,NA,6
10/4/2006,NA,NA,2.53,6
10/5/2006,NA,NA,NA,6
10/6/2006,NA,NA,NA,6
10/7/2006,NA,NA,2.22,6
10/8/2006,NA,NA,NA,6
